row,col,value
3242,218,96.1576691
3242,219,96.1636658
3242,220,96.1437531
3242,221,96.1437988
3242,222,96.0719986
3242,223,96.0623322
3242,224,96.2369995
3242,225,96.0559998
3242,245,100.308128
3242,248,101.358116
3242,249,101.625175
3242,257,103.34845
3243,209,96.4702835
3243,210,96.4615021
3243,211,96.4550018
3243,212,96.4091568
3243,213,96.3982849
3243,214,96.3724976
3243,215,96.3473358
3243,216,96.3225021
3243,217,96.2736664
3243,218,96.2590027
3243,219,96.2476654
3243,220,96.2190018
3243,221,96.1726685
3243,222,96.1866684
3243,223,96.1237488
3243,224,96.1721649
3243,225,96.0735016
3243,226,96.2574997
3243,256,103.399246
3243,260,102.743668
3243,261,102.681747
3243,264,102.731239
3244,210,96.5149002
3244,211,96.5020905
3244,212,96.4866638
3244,213,96.470665
3244,214,96.442749
3244,215,96.4209976
3244,216,96.4300003
3244,217,96.3853302
3244,218,96.3509979
3244,219,96.3290024
3244,220,96.2493362
3244,221,96.2528
3244,222,96.2453995
3244,223,96.1902466
3244,224,96.1910019
3244,225,96.2055969
3244,226,96.6681976
3244,227,97.7897491
3244,228,98.3482513
3244,249,102.708458
3244,250,102.719666
3244,256,103.501694
3244,257,103.61116
3244,261,103.442665
3244,262,103.183319
3244,263,103.172783
3244,264,103.162819
3245,211,96.5889969
3245,212,96.5497894
3245,213,96.5483322
3245,214,96.5253296
3245,215,96.5240021
3245,216,96.5025711
3245,217,96.448288
3245,218,96.4248581
3245,219,96.3355026
3245,220,96.346199
3245,221,96.348999
3245,222,96.3359985
3245,223,96.2659988
3245,224,96.2718353
3245,225,96.2914963
3245,226,96.6159973
3245,227,97.5719986
3245,228,98.3138351
3245,229,98.4644012
3245,249,102.584427
3245,250,102.886635
3245,256,103.5625
3245,258,104.459
3245,263,103.23391
3245,264,103.461403
3246,211,96.6436234
3246,212,96.6033096
3246,213,96.5893784
3246,214,96.5914993
3246,215,96.5677109
3246,216,96.536499
3246,217,96.4887161
3246,218,96.4744034
3246,219,96.4411392
3246,220,96.4416656
3246,221,96.4496689
3246,222,96.3952026
3246,223,96.3603363
3246,224,96.3598328
3246,225,96.469429
3246,226,96.5286636
3246,227,97.343399
3246,228,98.2089996
3246,229,98.4458313
3246,230,98.5350037
3246,249,103.245499
3246,250,103.910957
3246,251,103.801598
3246,257,104.768494
3246,258,104.752342
3247,212,96.6849365
3247,213,96.6648712
3247,214,96.6684265
3247,215,96.6309967
3247,216,96.5774002
3247,217,96.542717
3247,218,96.5410004
3247,219,96.5370026
3247,220,96.5115967
3247,221,96.4756699
3247,222,96.4523315
3247,223,96.4327164
3247,224,96.4300003
3247,225,96.4684982
3247,226,96.6149979
3247,227,97.2565002
3247,228,98.0211639
3247,229,98.4703751
3247,230,98.5088577
3247,231,98.5752029
3247,249,104.239502
3247,250,104.056641
3247,251,103.759598
3247,257,104.981071
3247,258,105.089836
3247,260,105.500832
3248,212,96.7226639
3248,213,96.7429962
3248,214,96.7376251
3248,215,96.6878357
3248,216,96.6401672
3248,217,96.5887985
3248,218,96.5731964
3248,219,96.5856018
3248,220,96.5774002
3248,221,96.5468369
3248,222,96.5195007
3248,223,96.4938354
3248,224,96.5145035
3248,225,96.7493973
3248,226,96.9422531
3248,227,97.4025726
3248,228,98.0333328
3248,229,98.3762512
3248,230,98.599556
3248,231,98.6177139
3248,232,98.6605988
3248,248,103.595001
3248,250,103.824997
3248,252,104.494339
3248,253,104.815002
3248,259,105.959541
3248,260,106.066582
3249,213,96.7707977
3249,214,96.7345734
3249,215,96.6992874
3249,216,96.6898346
3249,217,96.6687164
3249,218,96.6439972
3249,219,96.6409988
3249,220,96.6480026
3249,221,96.8002014
3249,222,96.7317963
3249,223,96.658287
3249,224,96.8534012
3249,225,97.2959976
3249,226,97.3907166
3249,227,97.7197495
3249,228,98.1027145
3249,229,98.3073349
3249,230,98.6056213
3249,231,98.6449966
3249,232,98.7031631
3249,233,98.7720032
3249,250,104.818001
3249,251,104.557503
3249,252,104.851181
3249,253,105.123833
3249,259,106.430222
3249,260,106.510384
3249,262,106.645027
3249,263,106.705246
3250,213,96.7913742
3250,214,96.7855988
3250,215,96.7871704
3250,216,96.7613983
3250,217,96.7347488
3250,218,96.8321686
3250,219,97.1821976
3250,220,97.8481674
3250,221,98.1157532
3250,222,98.1286697
3250,223,97.9899979
3250,224,97.8677521
3250,225,97.9100037
3250,226,97.8710022
3250,227,98.0339966
3250,228,98.2205734
3250,229,98.4092026
3250,230,98.5833359
3250,231,98.7210007
3250,232,98.7122498
3250,233,98.7582474
3250,234,99.1976013
3250,235,98.9402466
3250,249,104.646523
3250,250,105.209
3250,252,104.875687
3250,262,107.043716
3250,263,107.044594
3251,214,96.8265991
3251,215,96.8262863
3251,216,96.9652023
3251,217,97.3917465
3251,218,98.0103302
3251,219,98.4943314
3251,220,98.3659973
3251,221,98.3755035
3251,222,98.4152832
3251,223,98.4117508
3251,224,98.473999
3251,225,98.399498
3251,226,98.3205032
3251,227,98.4197998
3251,228,98.4440002
3251,229,98.5413971
3251,230,98.6911392
3251,231,98.7653351
3251,232,98.8183365
3251,233,98.7942505
3251,234,98.987999
3251,235,98.9818573
3251,236,99.2351456
3251,252,105.875328
3251,254,105.870964
3251,263,107.155037
3251,264,107.186317
3251,1109,0
3252,214,97.3157501
3252,215,97.7988586
3252,216,98.2516022
3252,217,98.258667
3252,218,98.3669968
3252,219,98.4274979
3252,220,98.6060028
3252,221,98.592598
3252,222,98.8114014
3252,223,98.8037491
3252,224,98.6212006
3252,225,98.5865021
3252,226,98.810997
3252,227,98.9075012
3252,228,98.8616638
3252,229,98.8314972
3252,230,98.8315735
3252,231,98.8174973
3252,232,98.8468323
3252,233,98.9296036
3252,234,99.0650024
3252,235,99.3047485
3252,236,99.7342529
3252,237,100.208
3252,253,106.044533
3252,254,106.016754
3252,257,106.643501
3252,263,107.231796
3252,264,107.271538
3253,215,98.2080002
3253,216,98.2699966
3253,217,98.366333
3253,218,98.8962479
3253,219,98.6826019
3253,220,98.6624985
3253,221,98.6886749
3253,222,99.9140015
3253,223,98.8712006
3253,224,98.6787491
3253,225,98.9732513
3253,226,99.3219986
3253,227,99.413002
3253,228,99.4256668
3253,229,99.3421402
3253,230,99.2419968
3253,231,99.1892014
3253,232,99.1027985
3253,233,99.3152466
3253,234,99.7113342
3253,235,100.218246
3253,236,100.844002
3253,237,101.481598
3253,254,105.964996
3253,2632,0
3254,215,98.3882523
3254,216,98.8740005
3254,217,98.961998
3254,218,98.9185028
3254,219,98.9151382
3254,220,98.7429199
3254,221,98.7910004
3254,222,98.6836014
3254,223,98.5240021
3254,224,98.6907501
3254,225,99.4349976
3254,226,99.6587524
3254,227,99.940712
3254,228,100.148834
3254,229,100.082603
3254,230,99.8448334
3254,231,99.9396667
3254,232,100.139336
3254,233,100.540497
3254,234,101.377197
3254,235,101.821404
3254,236,102.077332
3254,237,102.430336
3254,238,102.802002
3254,255,107.817665
3254,256,107.229202
3254,1492,60.4020004
3255,220,98.7628708
3255,221,98.8394241
3255,222,98.9094849
3255,223,98.6035995
3255,224,100.276001
3255,225,100.593002
3255,226,100.640999
3255,227,100.53167
3255,228,100.62133
3255,229,100.94017
3255,230,100.985374
3255,231,101.143204
3255,232,101.653831
3255,233,101.73275
3255,234,101.751572
3255,235,101.82457
3255,236,102.006668
3255,237,102.356499
3255,238,102.89167
3255,239,103.232597
3255,256,107.616859
3255,257,107.703278
3255,258,107.714218
3256,220,98.9072495
3256,221,98.859375
3256,222,98.7173843
3256,223,98.6378326
3256,224,101.794502
3256,225,101.818001
3256,226,101.878891
3256,227,101.676857
3256,228,101.410728
3256,229,101.331558
3256,230,101.561668
3256,231,101.674004
3256,232,101.715286
3256,233,101.669502
3256,234,101.702568
3256,235,101.793503
3256,236,101.893997
3256,237,102.370163
3256,238,102.625504
3256,239,102.995781
3256,252,106.888374
3256,256,107.773071
3256,257,107.664909
3256,258,107.765259
3257,221,98.8607101
3257,222,98.7403336
3257,223,98.6900024
3257,224,100.18264
3257,225,102.403
3257,226,102.305603
3257,227,102.150574
3257,228,101.7388
3257,229,101.629425
3257,230,101.57933
3257,231,101.544365
3257,232,101.554283
3257,233,101.680283
3257,234,101.811752
3257,235,101.898331
3257,236,101.913399
3257,237,102.075996
3257,238,102.39386
3257,239,102.685669
3257,240,102.987167
3257,253,107.301498
3257,256,108.081169
3257,1104,0
3258,220,98.8872223
3258,221,99.0634766
3258,222,99.508049
3258,223,99.9732056
3258,224,101.327507
3258,225,102.429199
3258,226,102.378166
3258,227,101.857498
3258,228,101.648331
3258,229,101.542999
3258,230,101.518799
3258,231,101.587196
3258,232,101.69725
3258,233,101.842834
3258,234,101.997711
3258,235,102.074997
3258,236,102.079002
3258,237,102.138199
3258,238,102.401283
3258,239,102.621002
3258,240,102.995537
3259,218,98.9402313
3259,223,101.305679
3259,224,101.939384
3259,225,102.461998
3259,226,101.9384
3259,227,101.67572
3259,228,101.625
3259,229,101.635376
3259,230,101.692253
3259,231,101.768997
3259,232,101.84314
3259,233,101.949501
3259,234,102.083855
3259,235,102.190666
3259,236,102.220497
3259,237,102.221336
3259,238,102.462715
3259,239,102.69986
3259,240,103.140503
3259,253,107.527107
3260,224,102.221001
3260,225,102.039833
3260,226,101.702713
3260,227,101.688713
3260,228,101.761375
3260,229,101.799248
3260,230,101.838501
3260,231,101.914001
3260,232,101.935249
3260,233,102.02533
3260,234,102.124832
3260,235,102.217834
3260,236,102.30014
3260,237,102.317879
3260,238,102.400002
3260,239,102.803596
3260,240,103.16333
3260,241,103.116997
3260,242,103.301933
3261,225,101.966797
3261,226,101.733856
3261,227,101.818199
3261,228,101.937141
3261,229,101.94883
3261,230,101.973602
3261,231,102.023666
3261,232,102.070999
3261,233,102.116997
3261,234,102.193253
3261,235,102.275398
3261,236,102.359253
3261,237,102.403252
3261,238,102.4925
3261,239,102.845497
3261,240,103.075569
3261,241,103.270348
3261,242,103.56926
3261,243,103.313004
3262,225,102.061333
3262,226,101.78714
3262,227,101.900253
3262,228,102.022003
3262,229,102.0718
3262,230,102.050797
3262,231,102.137001
3262,232,102.189247
3262,233,102.232201
3262,234,102.284836
3262,235,102.354568
3262,236,102.415001
3262,237,102.474998
3262,238,102.563858
3262,239,102.875664
3262,240,103.176109
3262,241,103.199715
3262,242,103.773209
3262,256,108.561996
3263,226,101.887497
3263,227,101.957664
3263,228,102.07267
3263,229,102.185204
3263,230,102.193497
3263,231,102.219254
3263,232,102.287766
3263,233,102.334999
3263,234,102.376251
3263,235,102.38633
3263,236,102.458748
3263,237,102.556335
3263,238,102.767998
3263,239,103.040749
3263,240,103.4925
3263,241,103.654198
3263,242,104.079002
3263,243,104.513748
3264,226,102.074997
3264,227,101.904999
3264,228,102.058746
3264,229,102.200996
3264,230,102.221336
3264,231,102.293854
3264,232,102.352798
3264,233,102.405998
3264,234,102.4245
3264,235,102.439247
3264,236,102.530502
3264,237,102.619247
3264,238,102.858597
3264,239,103.289833
3264,240,103.736115
3264,241,104.247147
3264,242,104.660332
3264,243,104.913254
3264,244,105.2005
3265,226,102.091003
3265,227,101.95475
3265,228,102.069
3265,229,102.190002
3265,230,102.250336
3265,231,102.315804
3265,232,102.364334
3265,233,102.432358
3265,234,102.505669
3265,235,102.533836
3265,236,102.855003
3265,237,103.136398
3265,238,103.38633
3265,239,103.774666
3265,240,104.207497
3265,241,104.429169
3265,242,104.426598
3265,243,104.5494
3265,244,104.781998
3265,245,105.056252
3265,246,105.289497
3266,226,102.172218
3266,227,102.114998
3266,228,102.052574
3266,229,102.181252
3266,230,102.293144
3266,231,102.356201
3266,232,102.406425
3266,233,102.565804
3266,234,102.896004
3266,235,103.008331
3266,236,103.193001
3266,237,103.487663
3266,238,103.66433
3266,239,103.818199
3266,240,103.927902
3266,241,104.017998
3266,242,104.279503
3266,243,104.508797
3266,244,104.696503
3266,245,105.274002
3266,246,105.676003
3266,247,105.909752
3267,226,102.281502
3267,227,102.172997
3267,228,102.115501
3267,229,102.225197
3267,230,102.350502
3267,231,102.547668
3267,232,102.639397
3267,233,102.781998
3267,234,103.06575
3267,235,103.222504
3267,236,103.316002
3267,237,103.4468
3267,238,103.433998
3267,239,103.627998
3267,240,103.827835
3267,241,103.958282
3267,242,104.124802
3267,243,104.447197
3267,244,104.796997
3267,245,105.166252
3267,246,105.505501
3267,247,105.717751
3267,248,106.088501
3267,249,106.3545
3268,225,102.258324
3268,226,102.364388
3268,227,102.199997
3268,228,102.131798
3268,229,102.382599
3268,230,102.491249
3268,231,102.711403
3268,232,102.861336
3268,233,103.055252
3268,234,103.0905
3268,235,103.137001
3268,236,103.188248
3268,237,103.344398
3268,238,103.478752
3268,239,103.596146
3268,240,103.751999
3268,241,103.988998
3268,242,104.157333
3268,243,104.417854
3268,244,104.724998
3268,245,104.985001
3268,246,105.477997
3268,247,105.756332
3268,248,106.028
3268,249,106.292229
3268,250,106.764999
3269,224,102.271248
3269,225,102.065002
3269,226,102.021202
3269,227,102.112999
3269,228,102.569504
3269,229,102.696404
3269,230,102.659401
3269,231,102.707748
3269,232,102.823669
3269,233,102.925003
3269,234,103.043999
3269,235,103.166801
3269,236,103.284599
3269,237,103.474747
3269,238,103.64743
3269,239,103.981331
3269,240,103.914833
3269,241,103.990219
3269,242,104.307503
3269,243,104.511169
3269,244,104.914001
3269,245,105.226997
3269,246,105.429001
3269,247,105.684998
3269,248,105.960999
3269,249,106.230751
3269,250,106.708504
3269,251,106.992996
3270,225,102.073997
3270,226,102.633835
3270,227,102.961998
3270,228,102.936569
3270,229,102.805664
3270,230,102.809998
3270,231,102.941803
3270,232,103.016502
3270,233,103.064857
3270,234,103.128998
3270,235,103.355667
3270,236,103.496597
3270,237,103.626289
3270,238,103.803833
3270,239,103.825249
3270,240,103.997002
3270,241,104.099182
3270,242,104.2845
3270,243,104.614799
3270,244,104.899002
3270,245,105.211334
3270,246,105.35775
3270,247,105.671837
3270,248,105.964798
3270,249,106.326431
3270,250,106.734001
3270,251,107.127998
3270,252,107.54686
3270,253,107.900284
3271,225,102.971497
3271,226,103.2034
3271,227,103.125
3271,228,102.9095
3271,229,102.94783
3271,230,103.025833
3271,231,103.058601
3271,232,103.077003
3271,233,103.223854
3271,234,103.404999
3271,235,103.387337
3271,236,103.508202
3271,237,103.700752
3271,238,103.957001
3271,239,103.980713
3271,240,103.927284
3271,241,104.0914
3271,242,104.338623
3271,243,104.510429
3271,244,104.799667
3271,245,104.965248
3271,246,105.263336
3271,247,105.601669
3271,248,105.942253
3271,249,106.48275
3271,250,106.976997
3271,251,107.443146
3271,252,107.728333
3271,253,108.2472
3271,254,108.609428
3271,1491,60.5839996
3272,226,103.089752
3272,227,103.090714
3272,228,103.100998
3272,229,103.094398
3272,230,103.117859
3272,231,103.133667
3272,232,103.154999
3272,233,103.231331
3272,234,103.382751
3272,235,103.460747
3272,236,103.621498
3272,237,103.848
3272,238,103.929001
3272,239,104.072571
3272,240,104.172997
3272,241,104.123001
3272,242,104.265999
3272,243,104.342201
3272,244,104.60067
3272,245,105.058334
3272,246,105.645752
3272,247,106.096283
3272,248,106.512604
3272,249,107.182999
3272,250,107.450333
3272,251,107.899002
3272,252,108.2006
3272,253,108.660004
3272,254,108.862198
3272,255,108.948997
3272,256,109.088715
3272,1491,60.7439995
3272,2607,0
3273,227,103.221664
3273,228,103.356598
3273,229,103.355003
3273,230,103.317398
3273,231,103.223999
3273,232,103.308601
3273,233,103.377602
3273,234,103.483002
3273,235,103.560997
3273,236,103.719803
3273,237,104.084
3273,238,104.248001
3273,239,104.284332
3273,240,104.267998
3273,241,104.145287
3273,242,104.296997
3273,243,104.508797
3273,244,104.862877
3273,245,105.682747
3273,246,106.367996
3273,247,106.860603
3273,248,107.106796
3273,249,107.441002
3273,250,107.793335
3273,251,108.155251
3273,252,108.552834
3273,253,108.836601
3273,254,109.029999
3273,255,109.057571
3273,256,109.11483
3273,257,109.285835
3274,228,103.343872
3274,229,103.268997
3274,230,103.3088
3274,231,103.503998
3274,232,103.430717
3274,233,103.455711
3274,234,103.737999
3274,235,103.857002
3274,236,104.077751
3274,237,104.373337
3274,238,104.403427
3274,239,104.5075
3274,240,104.463249
3274,241,104.149094
3274,242,104.269432
3274,243,104.8694
3274,244,105.793877
3274,245,106.417999
3274,246,107.033669
3274,247,107.345665
3274,248,107.495201
3274,249,107.727165
3274,250,108.056
3274,251,108.279663
3274,252,108.635002
3274,253,108.9618
3274,254,109.102997
3274,255,109.209831
3274,256,109.262497
3274,257,109.421669
3274,258,109.531799
3275,228,102.078003
3275,229,101.956711
3275,230,103.187202
3275,231,103.587669
3275,232,103.672859
3275,233,103.672401
3275,234,103.933403
3275,235,104.086143
3275,236,104.58725
3275,237,104.874496
3275,238,104.886398
3275,239,104.744003
3275,240,104.855003
3275,241,104.217667
3275,242,104.293503
3275,243,106.025284
3275,244,106.790428
3275,245,107.173798
3275,246,107.428879
3275,247,107.570854
3275,248,107.747665
3275,249,107.993713
3275,250,108.199112
3275,251,108.484337
3275,252,108.779999
3275,253,109.087334
3275,254,109.133568
3275,255,109.357498
3275,256,109.439499
3275,257,109.503502
3275,258,109.650002
3275,259,109.721771
3275,260,109.986
3275,1491,61.9070015
3276,229,101.935753
3276,230,103.001335
3276,231,103.821854
3276,232,103.962143
3276,233,103.895798
3276,234,104.120872
3276,235,104.388
3276,236,104.850754
3276,237,105.405998
3276,238,105.373001
3276,239,105.11483
3276,240,105.124428
3276,241,104.488602
3276,242,104.485001
3276,243,105.936996
3276,244,107.200569
3276,245,107.443001
3276,246,107.727501
3276,247,107.821999
3276,248,108.071602
3276,249,108.238998
3276,250,108.363998
3276,251,108.742859
3276,252,108.970665
3276,253,109.180603
3276,254,109.35817
3276,255,109.508003
3276,256,109.767166
3276,257,109.760002
3276,258,109.825203
3276,259,109.906998
3276,260,110.1474
3276,261,110.330002
3276,1088,0
3276,1491,63.3829994
3277,230,103.866142
3277,231,104.321999
3277,232,104.400169
3277,233,104.093002
3277,234,104.189125
3277,235,104.572197
3277,236,104.756752
3277,237,105.902
3277,238,105.992332
3277,239,105.719498
3277,240,105.544403
3277,241,104.893997
3277,242,104.885429
3277,243,105.369331
3277,244,107.612198
3277,245,107.85675
3277,246,107.9786
3277,247,108.006248
3277,248,108.291664
3277,249,108.568748
3277,250,108.707603
3277,251,108.819
3277,252,109.1978
3277,253,109.421204
3277,254,109.575836
3277,255,109.713669
3277,256,109.870003
3277,257,110.026001
3277,258,110.096199
3277,259,110.151382
3277,260,110.305
3277,261,110.347198
3277,262,110.804398
3278,230,104.613335
3278,231,105.000999
3278,232,105.144997
3278,233,104.461334
3278,234,104.454201
3278,235,104.662247
3278,236,104.97467
3278,237,106.111
3278,238,106.384003
3278,239,106.379333
3278,240,106.072502
3278,241,105.878998
3278,242,105.487
3278,243,105.561401
3278,244,107.833397
3278,245,108.089203
3278,246,108.320198
3278,247,108.353859
3278,248,108.584999
3278,249,108.7584
3278,250,108.931999
3278,251,109.097252
3278,252,109.458603
3278,253,109.661163
3278,254,109.883598
3278,255,109.975998
3278,256,110.10733
3278,257,110.261398
3278,258,110.348335
3278,259,110.395821
3278,260,110.431
3278,261,110.548874
3278,262,111.107597
3279,231,105.535835
3279,232,105.794502
3279,233,104.841797
3279,234,104.671249
3279,235,104.773247
3279,236,105.151146
3279,237,105.749428
3279,238,106.956001
3279,239,107.065399
3279,240,106.727203
3279,241,106.65033
3279,242,106.278
3279,243,106.164124
3279,244,107.375
3279,245,108.415001
3279,246,108.546333
3279,247,108.667
3279,248,108.805
3279,249,109.040199
3279,250,109.309753
3279,251,109.517998
3279,252,109.746246
3279,253,109.917999
3279,254,110.123001
3279,255,110.194168
3279,256,110.381668
3279,257,110.501801
3279,258,110.569801
3279,259,110.614998
3279,260,110.746284
3279,261,110.70211
3279,262,111.318832
3279,263,111.581398
3279,264,111.818253
3280,232,106.305603
3280,233,105.794716
3280,234,104.991798
3280,235,105.002998
3280,236,105.298164
3280,237,105.5298
3280,238,107.021858
3280,239,107.555428
3280,240,107.363853
3280,241,107.226799
3280,242,107.291252
3280,243,106.920197
3280,244,107.315498
3280,245,108.60717
3280,246,108.845001
3280,247,108.944
3280,248,109.137199
3280,249,109.283997
3280,250,109.628998
3280,251,109.900002
3280,252,110.017998
3280,253,110.209717
3280,254,110.352333
3280,255,110.449669
3280,256,110.527
3280,257,110.723
3280,258,110.832169
3280,259,110.901497
3280,260,110.897545
3280,261,111.001701
3280,262,111.637001
3280,263,111.756332
3280,264,111.947716
3281,233,106.617401
3281,234,105.244751
3281,235,105.238998
3281,236,105.465332
3281,237,105.728836
3281,238,106.583801
3281,239,107.9505
3281,240,108.108833
3281,241,107.901169
3281,242,107.941002
3281,243,107.875748
3281,244,107.866249
3281,245,109.094398
3281,246,109.178001
3281,247,109.269798
3281,248,109.481331
3281,249,109.707802
3281,250,109.891502
3281,251,110.1175
3281,252,110.337669
3281,253,110.445747
3281,254,110.526665
3281,255,110.704666
3281,256,110.829498
3281,257,111.013
3281,258,111.102333
3281,259,111.10733
3281,260,111.278748
3281,261,111.253876
3281,262,111.765747
3281,263,112.05114
3281,264,112.231003
3281,2593,0
3282,233,107.509499
3282,234,105.986504
3282,235,105.432144
3282,236,105.546249
3282,237,105.884003
3282,238,106.227997
3282,239,108.063332
3282,240,108.684502
3282,241,108.508835
3282,242,108.630402
3282,243,108.730667
3282,244,108.621246
3282,245,109.368202
3282,246,109.571663
3282,247,109.547501
3282,248,109.754997
3282,249,109.992332
3282,250,110.163399
3282,251,110.414001
3282,252,110.469749
3282,253,110.733002
3282,254,110.792336
3282,255,110.997856
3282,256,111.150665
3282,257,111.301247
3282,258,111.416496
3282,259,111.442459
3282,260,111.513336
3282,261,111.442337
3282,262,112.047501
3282,263,112.431999
3282,264,112.573502
3283,234,106.993248
3283,235,105.813004
3283,236,105.818398
3283,237,106.078499
3283,238,106.318001
3283,239,107.545166
3283,240,108.990288
3283,241,109.045876
3283,242,109.404602
3283,243,109.271004
3283,244,109.152802
3283,245,109.783249
3283,246,109.765167
3283,247,109.808502
3283,248,110.057663
3283,249,110.1735
3283,250,110.325996
3283,251,110.54567
3283,252,110.753998
3283,253,110.909203
3283,254,111.112999
3283,255,111.285004
3283,256,111.486504
3283,257,111.540337
3283,258,111.651001
3283,259,111.659462
3283,260,111.746597
3283,261,111.612122
3283,262,112.2556
3283,263,112.574333
3283,264,112.947998
3283,2590,0
3284,235,106.307999
3284,236,106.023804
3284,237,106.101143
3284,238,106.487
3284,239,107.022499
3284,240,109.029427
3284,241,109.540726
3284,242,109.545998
3284,243,109.686798
3284,244,109.611252
3284,245,109.905998
3284,246,109.736397
3284,247,110.139336
3284,248,110.297249
3284,249,110.42733
3284,250,110.5298
3284,251,110.748497
3284,252,110.919601
3284,253,111.0532
3284,254,111.353249
3284,255,111.553169
3284,256,111.737
3284,257,111.844002
3284,258,111.947746
3284,259,111.9095
3284,260,112.048431
3284,261,112.181335
3284,262,112.436752
3284,263,112.812569
3284,264,113.209999
3284,265,113.619003
3285,236,106.355202
3285,237,106.371002
3285,238,106.655403
3285,239,106.887253
3285,240,108.460197
3285,241,109.933273
3285,242,109.842285
3285,243,110.165398
3285,244,110.123001
3285,245,110.305
3285,246,110.329857
3285,247,110.337997
3285,248,110.11557
3285,249,110.503998
3285,250,110.686333
3285,251,110.941139
3285,252,111.105797
3285,253,111.248001
3285,254,111.536163
3285,255,111.835167
3285,256,112.105247
3285,257,112.198753
3285,258,112.170555
3285,259,112.234093
3285,260,112.514
3285,261,112.649574
3285,262,112.820503
3285,263,113.12767
3285,264,113.474426
3285,265,113.912003
3286,237,106.593498
3286,238,106.7966
3286,239,107.068832
3286,240,107.92067
3286,241,109.902802
3286,242,110.335503
3286,243,110.513496
3286,244,110.445663
3286,245,110.699799
3286,246,110.748001
3286,247,110.659599
3286,248,110.818001
3286,249,111.008835
3286,250,111.064003
3286,251,111.186333
3286,252,111.485001
3286,253,111.623665
3286,254,111.804832
3286,255,112.106003
3286,256,112.303337
3286,257,112.457664
3286,258,112.415199
3286,259,112.473381
3286,260,112.698349
3286,261,113.1436
3286,262,113.252335
3286,263,113.495003
3286,264,114.064796
3286,265,114.232666
3286,266,114.785797
3287,237,106.796402
3287,238,106.894142
3287,239,107.249802
3287,240,107.5215
3287,241,109.500832
3287,242,110.652878
3287,243,110.766502
3287,244,110.875
3287,245,110.9786
3287,246,111.167252
3287,247,111.313835
3287,248,111.583
3287,249,111.441498
3287,250,111.396004
3287,251,111.540001
3287,252,111.757668
3287,253,111.948402
3287,254,112.033569
3287,255,112.400497
3287,256,112.589249
3287,257,112.755165
3287,258,112.737251
3287,259,112.820236
3287,260,112.792542
3287,261,113.355003
3287,262,113.686127
3287,263,113.842163
3287,264,114.302498
3287,265,114.689835
3287,266,115.155998
3287,267,115.669403
3288,238,107.175201
3288,239,107.415398
3288,240,107.643425
3288,241,108.989998
3288,242,110.898872
3288,243,111.115334
3288,244,111.269997
3288,245,111.481125
3288,246,111.764
3288,247,112.071335
3288,248,112.123665
3288,249,111.960831
3288,250,111.676003
3288,251,111.838753
3288,252,111.9049
3288,253,112.149498
3288,254,112.340668
3288,255,112.682556
3288,256,112.919502
3288,257,113.095596
3288,258,113.070831
3288,259,113.149475
3288,260,113.324165
3288,261,113.654503
3288,262,113.958717
3288,263,114.572746
3288,264,114.642334
3288,265,115.091751
3288,266,115.584122
3288,267,116.142197
3289,239,107.592888
3289,240,107.838699
3289,241,108.695099
3289,242,110.599998
3289,243,111.4095
3289,244,111.597336
3289,245,111.925377
3289,246,112.359833
3289,247,112.4972
3289,248,112.605499
3289,249,112.572372
3289,250,111.917503
3289,251,112.0728
3289,252,112.153603
3289,253,112.347504
3289,254,112.540001
3289,255,112.954124
3289,256,113.181999
3289,257,113.307556
3289,258,113.317802
3289,259,113.419724
3289,260,113.719498
3289,261,113.962799
3289,262,114.317429
3289,263,114.69767
3289,264,115.056
3289,265,115.564667
3289,266,116.012497
3289,267,116.601425
3289,268,117.068001
3289,1077,0
3290,240,108.014122
3290,241,108.389091
3290,242,110.256554
3290,243,111.664124
3290,244,111.898201
3290,245,112.233002
3290,246,112.598999
3290,247,112.874496
3290,248,112.8386
3290,249,112.815804
3290,250,112.0895
3290,251,112.286285
3290,252,112.426598
3290,253,112.619667
3290,254,112.7108
3290,255,112.990402
3290,256,113.389748
3290,257,113.50486
3290,258,113.602997
3290,259,113.814751
3290,260,114.115669
3290,261,114.336998
3290,262,114.67025
3290,263,115.014
3290,264,115.46833
3290,265,115.982803
3290,266,116.473747
3290,267,117.009003
3290,268,117.500832
3291,241,108.422539
3291,242,109.789001
3291,243,111.758751
3291,244,112.045166
3291,245,112.427597
3291,246,112.785004
3291,247,112.961197
3291,248,113.028999
3291,249,112.972
3291,250,112.458603
3291,251,112.518997
3291,252,112.709251
3291,253,112.777496
3291,254,112.936333
3291,255,113.238197
3291,256,113.559502
3291,257,113.662598
3291,258,113.829872
3291,259,113.836815
3291,260,114.447998
3291,261,114.569832
3291,262,114.888
3291,263,115.239998
3291,264,115.879997
3291,265,116.387253
3291,266,116.880669
3291,267,117.413498
3291,268,117.881752
3291,269,118.397499
3292,242,109.474113
3292,243,111.428253
3292,244,112.228668
3292,245,112.525429
3292,246,112.934998
3292,247,112.980499
3292,248,113.122856
3292,249,113.133797
3292,250,112.585403
3292,251,112.595001
3292,252,112.856163
3292,253,113.001335
3292,254,113.15567
3292,255,113.470833
3292,256,113.805
3292,257,113.858253
3292,258,114.030998
3292,259,114.342308
3292,260,114.542336
3292,261,114.9105
3292,262,115.228401
3292,263,115.595833
3292,264,116.063789
3292,265,116.622665
3292,266,117.256332
3292,267,117.735802
3292,268,118.225334
3292,269,118.688835
